x,y,z
-1.066666666666666252e+01,-1.623333333333333428e+02,2.800000000000000355e+01
-1.799999999999999645e+01,-1.740000000000000000e+02,2.800000000000000355e+01
-2.000000000000000000e+01,-1.850000000000000000e+02,6.429395695523603956e-15
-5.999999999999997335e+00,-1.763333333333333428e+02,1.366666666666666963e+01
-1.033333333333333037e+01,-1.743333333333333428e+02,1.366666666666666963e+01
-1.000000000000000000e+01,-1.780000000000000000e+02,1.898202538678397557e-15
-9.500000000000000000e+00,-1.855000000000000000e+02,1.898202538678397557e-15
1.000000000000000000e+01,-2.015000000000000000e+02,-1.714505518806294441e-15
6.500000000000000000e+00,-1.895000000000000000e+02,-1.714505518806294441e-15
1.750000000000000000e+01,-1.850000000000000000e+02,-3.857637417314162689e-15
2.850000000000000000e+01,-1.740000000000000000e+02,-4.959819536546780600e-15
3.150000000000000000e+01,-1.735000000000000000e+02,-4.959819536546780600e-15
2.050000000000000000e+01,-1.710000000000000000e+02,-5.694607616035192278e-15
7.999999999999996447e+00,-1.600000000000000000e+02,-1.900000000000000355e+01
-1.333333333333336812e+00,-1.550000000000000000e+02,-1.900000000000000355e+01
-4.250000000000000000e+01,-1.665000000000000000e+02,5.500000000000000000e+01
-4.599999999999999289e+01,-1.470000000000000000e+02,6.200000000000000000e+01
-2.466666666666666785e+01,-1.516666666666666572e+02,1.900000000000000000e+01
-2.466666666666667140e+01,-1.490000000000000000e+02,1.400000000000000000e+01
-1.622657008870242685e-15,-1.870000000000000000e+02,2.350000000000000000e+01
-3.061616997868378704e-16,-1.845000000000000000e+02,3.100000000000000000e+01
7.347880794884120722e-16,-1.980000000000000000e+02,3.400000000000000000e+01
3.367778697655221307e-15,-1.875000000000000000e+02,4.700000000000000000e+01
4.255647627037052709e-15,-1.955000000000000000e+02,4.350000000000000000e+01
6.153850165715449083e-15,-1.865000000000000000e+02,4.950000000000000000e+01
5.939536975864662574e-15,-1.570000000000000000e+02,3.900000000000000000e+01
-1.466666666666666430e+01,-1.530000000000000000e+02,2.266666666666666785e+01
-1.099999999999999467e+01,-1.600000000000000000e+02,3.133333333333333215e+01
-2.999999999999994671e+00,-1.623333333333333428e+02,2.733333333333333215e+01
-3.333333333333328152e+00,-1.603333333333333428e+02,1.866666666666666785e+01
7.347880794884118356e-15,-1.685000000000000000e+02,2.000000000000000000e+01
7.776507174585692952e-15,-1.640000000000000000e+02,1.600000000000000000e+01
7.102951435054647270e-15,-1.545000000000000000e+02,9.000000000000000000e+00
-2.999999999999999645e+01,-1.420000000000000000e+02,1.166666666666667140e+01
-2.999999999999999645e+01,-1.446666666666666572e+02,1.033333333333333748e+01
5.786456125971242850e-15,-1.465000000000000000e+02,1.500000000000000000e+00
5.021051876504147385e-15,-1.430000000000000000e+02,2.000000000000000000e+00
-3.199999999999999645e+01,-1.500000000000000000e+02,1.333333333333338144e+00
-1.000000000000000000e+02,-1.650000000000000000e+02,1.224646799147353217e-14
-1.050000000000000000e+02,-1.650000000000000000e+02,1.285879139104720791e-14
-1.900000000000000000e+01,-1.465000000000000000e+02,6.429395695523603956e-15
-8.000000000000000000e+00,-1.555000000000000000e+02,5.265981236333618470e-15
-1.999999999999999334e+00,-1.420000000000000000e+02,4.000000000000002665e+00
-6.500000000000000000e+00,-1.630000000000000000e+02,3.490243377569956456e-15
-1.500000000000000000e+00,-1.655000000000000000e+02,1.836970198721029983e-15
-3.000000000000000000e+00,-1.645000000000000000e+02,4.286263797015736102e-16
-4.500000000000000000e+00,-1.490000000000000000e+02,-3.061616997868383141e-16
-1.000000000000004219e+00,-1.330000000000000000e+02,-2.333333333333333215e+01
3.333333333333329040e+00,-1.323333333333333428e+02,-2.333333333333333215e+01
-6.666666666666710706e-01,-1.460000000000000000e+02,-2.400000000000000000e+01
-1.750000000000003331e+00,-1.415000000000000000e+02,-5.500000000000001776e+00
-1.600000000000000000e+01,-1.580000000000000000e+02,-2.449293598294706513e-15
6.500000000000000000e+00,-1.375000000000000000e+02,-4.898587196589413026e-15
-5.666666666666666963e+00,-1.356666666666666572e+02,3.199999999999999645e+01
-5.333333333333333037e+00,-1.406666666666666572e+02,3.233333333333332860e+01
-4.500000000000004441e+00,-1.452500000000000000e+02,-2.750000000000003553e+00
-2.466666666666667140e+01,-1.296666666666666572e+02,-1.666666666666666741e+00
-2.466666666666667140e+01,-1.450000000000000000e+02,-2.000000000000000000e+00
-1.966666666666666785e+01,-1.483333333333333428e+02,5.333333333333333037e+00
8.666666666666666075e+00,-1.600000000000000000e+02,4.000000000000000000e+00
8.666666666666666075e+00,-1.490000000000000000e+02,8.333333333333333925e+00
-2.510525938252073693e-15,-1.730000000000000000e+02,-5.000000000000000000e+00
1.010333609296566353e-15,-1.800000000000000000e+02,7.500000000000000000e+00
2.694222958124177204e-15,-1.735000000000000000e+02,7.000000000000000000e+00
2.939152317953647500e-15,-1.560000000000000000e+02,3.000000000000000000e+00
3.643324227463375391e-15,-1.535000000000000000e+02,2.500000000000000000e+00
3.306546357697853339e-15,-1.465000000000000000e+02,2.000000000000000000e+00
9.552245033349354178e-15,-1.490000000000000000e+02,5.200000000000000000e+01
5.541526766141772554e-15,-1.565000000000000000e+02,1.750000000000000000e+01
2.733333333333333925e+01,-1.443333333333333428e+02,1.100000000000000000e+01
-1.066666666666666252e+01,-1.333333333333333428e+02,2.700000000000000355e+01
-7.999999999999996447e+00,-1.325000000000000000e+02,3.250000000000003553e+00
3.149999999999999645e+01,-1.305000000000000000e+02,-3.950000000000000000e+01
-1.400000000000000178e+01,-1.310000000000000000e+02,-2.566666666666666075e+01
-1.050000000000000000e+02,-1.300000000000000000e+02,1.285879139104720791e-14
-2.650000000000000000e+01,-1.385000000000000000e+02,4.714890176717309515e-15
-1.700000000000000000e+01,-1.393333333333333428e+02,-6.999999999999997335e+00
-7.749999999999998224e+00,-1.360000000000000000e+02,2.750000000000000888e+00
5.878304635907295000e-15,-9.900000000000000000e+01,3.200000000000000000e+01
-5.500000000000000000e+00,-1.525000000000000000e+02,4.898587196589412829e-16
1.350000000000000000e+01,-1.470000000000000000e+02,-6.735557395310443009e-16
1.350000000000000000e+01,-1.450000000000000000e+02,-6.735557395310443009e-16
1.233333333333333037e+01,-1.320000000000000000e+02,-3.000000000000002220e+00
1.633333333333333215e+01,-1.326666666666666572e+02,2.666666666666664298e+00
2.133333333333333215e+01,-1.340000000000000000e+02,2.333333333333330817e+00
3.249999999999999289e+01,-1.495000000000000000e+02,-2.050000000000000355e+01
2.866666666666666075e+01,-1.470000000000000000e+02,5.999999999999997335e+00
-4.010718267207580835e-15,-1.540000000000000000e+02,-5.000000000000000000e-01
2.249999999999999289e+01,-1.145000000000000000e+02,-3.250000000000000000e+01
1.166666666666665897e+01,-1.153333333333333286e+02,-2.266666666666666785e+01
1.166666666666666252e+01,-1.193333333333333286e+02,-1.866666666666666785e+01
1.066666666666666252e+01,-1.333333333333333428e+02,-2.533333333333333215e+01
9.333333333333330373e+00,-1.306666666666666572e+02,-1.533333333333333393e+01
5.999999999999997335e+00,-1.236666666666666714e+02,-1.333333333333333393e+01
9.999999999999991118e-01,-1.203333333333333286e+02,-5.000000000000000000e+00
-1.000000000000000178e+01,-1.020000000000000000e+02,-1.333333333333333393e+01
-3.000000000000000888e+00,-1.132500000000000000e+02,-9.750000000000000000e+00
-1.233333333333333037e+01,-1.313333333333333428e+02,7.666666666666666963e+00
-1.866666666666666430e+01,-1.083333333333333286e+02,8.666666666666666075e+00
-1.933333333333333215e+01,-1.336666666666666572e+02,8.000000000000000000e+00
-1.899999999999999645e+01,-1.283333333333333428e+02,1.666666666666666785e+01
7.500000000000004441e+00,-1.270000000000000000e+02,2.500000000000000000e+01
-1.066666666666666252e+01,-1.053333333333333286e+02,1.866666666666666785e+01
-1.499999999999995559e+00,-9.525000000000000000e+01,3.500000000000000000e+01
2.300000000000000355e+01,-8.700000000000000000e+01,3.149999999999999645e+01
4.469960816887839219e-15,-1.210000000000000000e+02,4.300000000000000000e+01
3.337162527676537520e-15,-1.245000000000000000e+02,3.450000000000000000e+01
2.755455298081544778e-15,-1.425000000000000000e+02,2.300000000000000000e+01
2.449293598294706119e-15,-1.465000000000000000e+02,1.800000000000000000e+01
-1.285879139104720831e-15,-1.130000000000000000e+02,-2.100000000000000000e+01
-2.357445088358654757e-15,-1.185000000000000000e+02,-2.350000000000000000e+01
-3.153465507804434404e-15,-1.225000000000000000e+02,-3.650000000000000000e+01
-7.929588024479111887e-15,-9.300000000000000000e+01,-6.750000000000000000e+01
-6.245698675651500444e-15,-9.950000000000000000e+01,-6.200000000000000000e+01
2.499999999999991673e-01,-9.025000000000000000e+01,-2.474999999999999645e+01
-4.592425496802574219e-17,-9.000000000000000000e+01,-2.024999999999999645e+01
2.400000000000000000e+01,-8.166666666666667140e+01,-1.033333333333333393e+01
2.500000000000000355e+01,-7.533333333333332860e+01,-4.000000000000000000e+00
-1.266666666666666252e+01,-8.700000000000000000e+01,2.200000000000000355e+01
-6.749999999999997335e+00,-8.550000000000000000e+01,8.500000000000001776e+00
-1.149999999999999645e+01,-8.925000000000000000e+01,9.000000000000001776e+00
-2.050000000000000000e+01,-9.450000000000000000e+01,1.898202538678397557e-15
-2.300000000000000000e+01,-9.200000000000000000e+01,1.775737858763662212e-15
-1.633333333333333215e+01,-8.266666666666667140e+01,8.333333333333333925e+00
-1.400000000000000000e+01,-7.033333333333332860e+01,8.000000000000000000e+00
-1.800000000000000000e+01,-7.100000000000000000e+01,-1.347111479062088602e-15
3.500000000000000000e+00,-8.700000000000000000e+01,-3.184081677783118191e-15
-3.500000000000000000e+00,-7.800000000000000000e+01,-3.429011037612588881e-15
2.666666666666669183e+00,-7.133333333333332860e+01,2.233333333333332860e+01
3.550000000000000000e+01,-6.950000000000000000e+01,3.949999999999999289e+01
5.082284216461515748e-15,-6.800000000000000000e+01,8.300000000000000000e+01
2.900000000000000355e+01,-7.050000000000000000e+01,4.000000000000000000e+01
1.899999999999999645e+01,-7.866666666666667140e+01,-9.666666666666666075e+00
-6.827405905246492398e-15,-8.300000000000000000e+01,-1.650000000000000000e+01
-6.704941225331758828e-15,-7.900000000000000000e+01,-2.350000000000000000e+01
9.333333333333328596e+00,-8.200000000000000000e+01,-2.600000000000000000e+01
2.199999999999999645e+01,-7.066666666666667140e+01,-8.333333333333333925e+00
2.199999999999999645e+01,-7.066666666666667140e+01,-2.100000000000000000e+01
2.933333333333332860e+01,-7.100000000000000000e+01,-2.700000000000000000e+01
3.200000000000000000e+01,-6.266666666666666430e+01,-2.566666666666666785e+01
2.833333333333333215e+01,-6.766666666666667140e+01,-1.833333333333333215e+01
2.333333333333333925e+01,-5.700000000000000000e+01,-9.666666666666666075e+00
2.233333333333333925e+01,-5.266666666666666430e+01,-3.333333333333333481e+00
-1.499999999999999467e+01,-5.266666666666666430e+01,2.100000000000000355e+01
-8.999999999999996447e+00,-5.600000000000000000e+01,2.000000000000000355e+01
-2.199999999999999645e+01,-5.966666666666666430e+01,2.033333333333333570e+01
-2.233333333333332860e+01,-5.533333333333333570e+01,2.033333333333333570e+01
-4.500000000000000000e+01,-6.250000000000000000e+01,3.122849337825750617e-15
-4.800000000000000000e+01,-5.400000000000000000e+01,3.000384657911015469e-15
-3.400000000000000000e+01,-4.600000000000000000e+01,1.040949779275250140e-15
5.000000000000000000e+00,-7.900000000000000000e+01,-6.123233995736766282e-16
1.600000000000000000e+01,-7.100000000000000000e+01,-1.959434878635765131e-15
5.700000000000000000e+01,-2.900000000000000000e+01,-6.980486755139912911e-15
6.400000000000000000e+01,-6.000000000000000000e+00,-7.837739514543060526e-15
3.450000000000000000e+01,-6.500000000000000000e+00,3.649999999999999289e+01
2.366666666666666785e+01,-2.300000000000000000e+01,2.799999999999999645e+01
2.000000000000000000e+01,-3.133333333333333215e+01,1.966666666666666430e+01
1.499999999999999467e+01,-3.366666666666666430e+01,-1.200000000000000178e+01
1.499999999999999467e+01,-3.100000000000000000e+01,-2.233333333333333215e+01
-5.265981236333618470e-15,-4.650000000000000000e+01,-2.600000000000000000e+01
2.466666666666666785e+01,-4.233333333333333570e+01,-1.200000000000000000e+01
1.775000000000000000e+01,-2.800000000000000000e+01,-1.050000000000000000e+01
1.450000000000000000e+01,-1.650000000000000000e+01,-1.000000000000000000e+01
1.325000000000000000e+01,-1.875000000000000000e+01,-1.050000000000000000e+01
2.666666666666666785e+01,-3.666666666666666430e+01,-7.333333333333333037e+00
-3.333333333333330817e+00,-2.100000000000000000e+01,1.300000000000000178e+01
-1.499999999999997558e+00,-1.825000000000000000e+01,-4.999999999999982236e-01
-1.074999999999999822e+01,-2.550000000000000000e+01,1.776356839400250465e-15
-2.099999999999999645e+01,-2.433333333333333215e+01,2.433333333333333925e+01
-1.633333333333332860e+01,-1.933333333333333215e+01,2.433333333333333215e+01
